soybean,1,21,0,0.01,0,20,500,80.0,72.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,75.0,76.66666666666667
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,80.0,78.66666666666667
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,80.0,86.66666666666666
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,80.0,81.33333333333333
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,0,0,0.01,0,20,500,40.0,22.857142857142858
soybean,1,0,0,0.01,0,20,500,0.0,0.0
soybean,1,0,0,0.01,0,20,500,0.0,0.0
soybean,1,0,0,0.01,0,20,500,40.0,22.857142857142858
soybean,1,0,0,0.01,0,20,500,20.0,6.666666666666668
soybean,1,0,0,0.01,0,20,500,40.0,22.857142857142858
soybean,1,0,0,0.01,0,20,500,60.0,44.99999999999999
soybean,1,0,0,0.01,0,20,500,25.0,10.0
soybean,1,0,0,0.01,0,20,500,0.0,0.0
soybean,1,0,0,0.01,0,20,500,75.0,64.28571428571428
soybean,1,1,0,0.01,0,20,500,40.0,27.999999999999996
soybean,1,1,0,0.01,0,20,500,60.0,46.666666666666664
soybean,1,1,0,0.01,0,20,500,20.0,20.0
soybean,1,1,0,0.01,0,20,500,20.0,20.0
soybean,1,1,0,0.01,0,20,500,80.0,72.0
soybean,1,1,0,0.01,0,20,500,0.0,0.0
soybean,1,1,0,0.01,0,20,500,0.0,0.0
soybean,1,1,0,0.01,0,20,500,50.0,33.33333333333333
soybean,1,1,0,0.01,0,20,500,25.0,12.5
soybean,1,1,0,0.01,0,20,500,75.0,75.0
soybean,1,0,0,0.01,0,20,500,20.0,6.666666666666668
soybean,1,0,0,0.01,0,20,500,0.0,0.0
soybean,1,0,0,0.01,0,20,500,20.0,6.666666666666668
soybean,1,0,0,0.01,0,20,500,60.0,44.99999999999999
soybean,1,0,0,0.01,0,20,500,20.0,6.666666666666668
soybean,1,0,0,0.01,0,20,500,20.0,6.666666666666668
soybean,1,0,0,0.01,0,20,500,20.0,6.666666666666668
soybean,1,0,0,0.01,0,20,500,75.0,64.28571428571428
soybean,1,0,0,0.01,0,20,500,50.0,33.33333333333333
soybean,1,0,0,0.01,0,20,500,25.0,10.0
soybean,1,1,0,0.01,0,20,500,60.0,45.33333333333333
soybean,1,1,0,0.01,0,20,500,0.0,0.0
soybean,1,1,0,0.01,0,20,500,60.0,44.99999999999999
soybean,1,1,0,0.01,0,20,500,20.0,8.0
soybean,1,1,0,0.01,0,20,500,60.0,50.0
soybean,1,1,0,0.01,0,20,500,0.0,0.0
soybean,1,1,0,0.01,0,20,500,60.0,53.333333333333336
soybean,1,1,0,0.01,0,20,500,75.0,65.0
soybean,1,1,0,0.01,0,20,500,25.0,25.0
soybean,1,1,0,0.01,0,20,500,25.0,25.0
soybean,1,2,0,0.01,0,20,500,40.0,46.666666666666664
soybean,1,2,0,0.01,0,20,500,60.0,45.33333333333333
soybean,1,2,0,0.01,0,20,500,60.0,46.666666666666664
soybean,1,2,0,0.01,0,20,500,40.0,43.33333333333333
soybean,1,2,0,0.01,0,20,500,100.0,100.0
soybean,1,2,0,0.01,0,20,500,40.0,23.333333333333332
soybean,1,2,0,0.01,0,20,500,80.0,80.0
soybean,1,2,0,0.01,0,20,500,75.0,65.0
soybean,1,2,0,0.01,0,20,500,50.0,50.0
soybean,1,2,0,0.01,0,20,500,75.0,65.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
soybean,1,21,0,0.01,0,20,500,100.0,100.0
