segmentation,2,1.0,0.1,100.0,100.0
segmentation,3,1.0,0.1,88.4126984126984,90.47619047619048
vote,2,1.0,0.1,100.0,100.0
vote,4,1.0,0.1,100.0,100.0
vote,3,1.0,0.1,100.0,100.0
segmentation,4,1.0,0.1,88.4126984126984,90.47619047619048
vote,6,1.0,0.1,95.36400404448938,95.34883720930233
vote,9,1.0,0.1,95.36400404448938,95.34883720930233
vote,8,1.0,0.1,95.36400404448938,95.34883720930233
vote,7,1.0,0.1,95.36400404448938,95.34883720930233
vote,5,1.0,0.1,95.36400404448938,95.34883720930233
vote,10,1.0,0.1,95.36400404448938,95.34883720930233
vote,12,1.0,0.1,95.36400404448938,95.34883720930233
vote,14,1.0,0.1,95.36400404448938,95.34883720930233
segmentation,5,1.0,0.1,78.94993894993895,80.95238095238095
vote,11,1.0,0.1,95.36400404448938,95.34883720930233
vote,13,1.0,0.1,93.0459444129325,93.02325581395348
segmentation,7,1.0,0.1,52.91005291005292,57.14285714285714
vote,16,1.0,0.1,95.36400404448938,95.34883720930233
segmentation,6,1.0,0.1,78.94993894993895,80.95238095238095
vote,15,1.0,0.1,93.0459444129325,93.02325581395348
segmentation,8,1.0,0.1,45.23809523809524,52.38095238095239
segmentation,18,1.0,0.1,17.142857142857142,28.57142857142857
segmentation,9,1.0,0.1,37.52834467120182,47.61904761904761
segmentation,11,1.0,0.1,29.87012987012987,42.857142857142854
vote,17,1.0,0.1,90.71780932246047,90.69767441860465
vote,19,1.0,0.1,90.71780932246047,90.69767441860465
segmentation,16,1.0,0.1,29.87012987012987,42.857142857142854
segmentation,17,1.0,0.1,17.142857142857142,28.57142857142857
segmentation,15,1.0,0.1,29.87012987012987,42.857142857142854
segmentation,13,1.0,0.1,29.87012987012987,42.857142857142854
vote,20,1.0,0.1,90.71780932246047,90.69767441860465
vote,18,1.0,0.1,93.0459444129325,93.02325581395348
vote,21,1.0,0.1,90.71780932246047,90.69767441860465
vote,24,1.0,0.1,93.0459444129325,93.02325581395348
vote,22,1.0,0.1,90.71780932246047,90.69767441860465
segmentation,19,1.0,0.1,17.142857142857142,28.57142857142857
segmentation,14,1.0,0.1,29.87012987012987,42.857142857142854
segmentation,10,1.0,0.1,29.87012987012987,42.857142857142854
vote,26,1.0,0.1,93.0459444129325,93.02325581395348
vote,23,1.0,0.1,90.71780932246047,90.69767441860465
segmentation,12,1.0,0.1,29.87012987012987,42.857142857142854
vote,27,1.0,0.1,90.71780932246047,90.69767441860465
vote,25,1.0,0.1,88.37209302325581,88.37209302325581
segmentation,20,1.0,0.1,9.157509157509157,23.809523809523807
vote,28,1.0,0.1,93.0459444129325,93.02325581395348
vote,29,1.0,0.1,90.71780932246047,90.69767441860465
glass,4,1.0,0.1,79.04761904761905,80.95238095238095
glass,3,1.0,0.1,78.63025863025864,80.95238095238095
glass,2,1.0,0.1,100.0,100.0
glass,7,1.0,0.1,72.3076923076923,76.19047619047619
glass,8,1.0,0.1,63.631606488749334,66.66666666666666
glass,9,1.0,0.1,58.50340136054422,61.904761904761905
glass,6,1.0,0.1,68.0952380952381,71.42857142857143
glass,5,1.0,0.1,74.35897435897436,76.19047619047619
glass,10,1.0,0.1,63.26530612244897,66.66666666666666
glass,14,1.0,0.1,57.14285714285714,61.904761904761905
glass,11,1.0,0.1,62.22222222222222,66.66666666666666
